index,time,red1,red2,red3,red4,red5,blue1,blue2,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,hit9
9047, 2009-04-27,13,18,21,24,29,3,6,0,8,59,80,1824,6973,88192,999423,0
9048, 2009-04-29,5,6,22,25,27,11,12,0,10,35,88,2738,10213,129046,1361802,0
9049, 2009-05-02,5,16,28,29,34,11,12,1,9,32,58,2213,7543,90369,1005507,0
9050, 2009-05-04,5,15,28,32,33,8,9,1,28,66,118,3765,11811,180349,1686082,0
9051, 2009-05-06,3,11,22,26,29,5,12,0,14,47,103,2836,11644,110556,1175232,0
9052, 2009-05-09,23,24,30,34,35,1,3,1,28,90,136,4147,16063,145735,1479592,0
9053, 2009-05-11,5,9,24,31,33,5,6,0,48,117,128,4877,17423,153196,1474375,0
9054, 2009-05-13,2,12,19,29,30,7,12,3,48,96,137,5202,14036,159962,1466295,0
9055, 2009-05-16,5,8,14,23,24,5,6,0,15,39,82,2856,8325,104042,1123342,0
9056, 2009-05-18,4,13,17,32,35,3,6,0,40,193,129,4752,22703,138215,1454586,0
9057, 2009-05-20,6,15,22,27,30,2,9,14,91,96,467,5889,17680,176389,1523116,0
9058, 2009-05-23,8,10,14,27,32,2,7,0,8,25,159,2378,9650,115198,1199973,0
9059, 2009-05-25,2,13,14,29,33,4,11,4,14,39,255,2791,13841,181817,1732934,0
9060, 2009-05-27,18,28,29,30,31,4,8,2,21,40,245,5314,16289,208009,1803591,0
9061, 2009-05-30,2,10,21,26,34,2,10,1,12,24,134,2440,7821,114674,1238657,0
9062, 2009-06-01,4,22,23,29,31,5,11,0,29,82,188,3781,22734,144595,1393765,0
9063, 2009-06-03,5,6,18,21,22,1,7,0,31,41,99,2351,8127,94322,1079275,0
9064, 2009-06-06,6,10,11,17,34,11,12,0,7,20,64,1935,7858,87713,1028736,0
9065, 2009-06-08,1,12,24,27,32,2,11,0,20,150,155,2907,17433,106913,1195200,0
9066, 2009-06-10,1,8,19,24,31,6,12,1,15,37,160,2899,9638,106966,1159736,0
9067, 2009-06-13,3,6,25,28,32,2,5,0,9,38,121,2618,10124,112353,1215071,0
9068, 2009-06-15,2,12,15,20,28,1,12,0,7,39,77,1548,6535,65530,757387,0
9069, 2009-06-17,14,16,27,30,33,8,12,1,30,73,62,3566,12190,127103,1299739,0
9070, 2009-06-20,10,21,24,30,31,3,10,1,18,38,224,3640,16227,195589,1803125,0
9071, 2009-06-22,4,20,29,30,33,2,11,0,27,32,142,2667,12092,147006,1426657,0
9072, 2009-06-24,23,26,29,32,33,5,10,1,40,91,440,5937,23706,257489,1881866,0
9073, 2009-06-27,1,10,19,21,30,1,4,2,38,30,157,2781,9064,127289,1374890,0
9074, 2009-06-29,15,17,19,23,32,1,11,0,4,11,38,1493,6196,71086,867892,0
9075, 2009-07-01,1,7,11,32,33,9,11,0,12,24,86,2838,8449,121859,1277760,0
9076, 2009-07-04,3,9,11,18,24,4,5,1,21,31,180,3955,13156,154009,1548449,0
9077, 2009-07-06,7,20,28,32,34,6,8,2,26,15,303,3042,12413,175200,1626676,0
9078, 2009-07-08,11,23,26,31,34,5,11,2,4,55,86,2167,8248,103481,1126285,0
9079, 2009-07-11,1,2,7,13,34,4,10,0,3,18,112,1322,6307,97865,1310638,0
9080, 2009-07-13,7,16,19,29,35,2,11,0,10,36,152,2877,12318,145205,1450637,0
9081, 2009-07-15,2,15,20,25,33,3,6,1,26,87,184,3691,12880,166498,1566684,0
9082, 2009-07-18,5,11,26,29,32,8,11,3,95,137,254,7272,21164,190536,1667058,0
9083, 2009-07-20,2,5,28,34,35,1,7,0,13,37,114,2211,8929,108894,1207307,0
9084, 2009-07-22,5,9,19,26,35,2,10,0,10,29,92,2269,8275,94948,1080885,0
9085, 2009-07-25,6,13,27,33,34,9,12,1,32,66,441,5848,19927,246935,1994372,0
9086, 2009-07-27,1,2,7,26,29,10,12,1,12,37,79,2541,9462,107229,1165968,0
9087, 2009-07-29,10,24,28,30,33,1,10,0,13,69,162,3129,16014,123369,1284470,0
9088, 2009-08-01,13,16,27,32,34,3,9,2,18,36,173,3481,12778,165932,1620251,0
9089, 2009-08-03,3,6,11,19,27,2,7,1,18,59,237,3143,13899,146286,1354900,0
9090, 2009-08-05,18,25,30,33,34,4,10,2,11,30,13451,3082,12907,174943,1597474,0
9091, 2009-08-08,1,5,17,32,34,3,7,1,11,23,110,2651,10673,120649,1343714,0
9092, 2009-08-10,10,21,22,27,29,8,12,0,19,68,145,3244,10759,132091,132091,0
9093, 2009-08-12,7,9,22,30,33,9,11,1,44,79,298,6634,18672,257068,2064630,0
9094, 2009-08-15,1,5,21,23,29,5,12,0,11,46,102,2309,10284,149244,1572600,0
9095, 2009-08-17,8,18,24,30,33,1,6,2,29,34,174,3619,14112,179323,1713960,0
9096, 2009-08-19,7,12,28,32,33,1,3,0,16,79,87,3334,13560,120831,1257316,0
9097, 2009-08-22,6,13,14,22,25,1,4,0,19,51,61,3117,9431,11460,1219406,0
9098, 2009-08-24,11,17,19,25,26,2,10,4,23,19,274,2968,16743,206001,1741144,0
9099, 2009-08-26,3,9,21,23,33,6,10,0,11,54,113,2363,10538,102885,1114000,0
9100, 2009-08-29,16,20,25,29,33,1,8,0,15,33,108,2766,10200,130073,1421115,0
9101, 2009-08-31,2,10,14,22,26,4,9,1,19,30,279,2551,14076,181195,1748422,0
9102, 2009-09-02,11,13,29,32,35,10,12,0,34,76,278,5945,18312,228720,1739820,0
9103, 2009-09-05,16,20,28,32,33,1,2,0,21,36,103,3532,12981,139363,1422262,0
9104, 2009-09-07,15,25,29,32,33,10,11,0,36,36,220,4380,17194,195711,1523475,0
9105, 2009-09-09,1,25,26,34,35,6,11,0,26,75,124,5061,16178,160202,1498659,0
9106, 2009-09-12,11,21,22,25,34,6,9,0,12,31,116,2447,9582,119672,1316176,0
9107, 2009-09-14,11,12,33,34,35,1,10,1,38,105,214,4442,16858,179431,1468830,0
9108, 2009-09-16,1,9,14,29,30,7,10,0,37,58,142,4257,14155,153257,1554372,0
9109, 2009-09-19,2,11,13,26,35,6,10,1,17,62,105,3073,13843,111803,1217403,0
9110, 2009-09-21,22,28,30,31,34,7,9,0,20,53,170,5090,15707,179345,1692624,0
9111, 2009-09-23,4,11,13,19,35,10,12,1,13,44,149,2129,8721,115987,1276779,0
9112, 2009-09-26,2,8,12,34,35,4,5,0,20,44,100,2238,9863,114032,1379182,0
9113, 2009-09-28,3,4,10,18,27,6,8,0,38,44,353,7933,16418,230952,1937694,0
9114, 2009-09-30,2,8,25,29,33,3,7,4,15,56,164,3561,15439,187999,1836471,0
9115, 2009-10-03,1,2,6,8,26,5,12,0,4,25,75,1643,6646,86630,1060398,0
9116, 2009-10-05,12,15,23,30,33,9,12,2,29,54,149,3452,10253,120331,1243936,0
9117, 2009-10-07,7,21,29,31,33,9,10,2,33,48,227,5931,18159,249623,1923209,0
9118, 2009-10-10,10,17,18,21,34,5,11,0,14,28,199,3189,11587,181503,2018761,0
9119, 2009-10-12,3,12,22,23,28,4,12,1,9,25,148,2921,11396,137407,1445211,0
9120, 2009-10-14,11,23,27,28,32,2,5,0,19,37,128,3871,14314,167969,1711091,0
9121, 2009-10-17,4,5,8,11,22,2,10,0,19,37,128,3871,14314,167969,1711091,0
9122, 2009-10-19,1,2,11,31,33,5,6,2,12,40,155,3242,10947,139146,1564162,0
9123, 2009-10-21,10,21,28,29,32,6,10,0,41,127,409,6546,25550,228585,1940590,0
9124, 2009-10-24,1,3,14,32,35,7,11,0,17,74,278,3229,12612,192984,2133204,0
9125, 2009-10-26,8,20,23,29,31,2,11,0,10,76,110,2697,13556,125292,1394138,0
9126, 2009-10-28,14,23,27,28,33,8,12,0,17,75,177,3608,13584,183428,1944627,0
9127, 2009-10-31,5,9,27,32,34,5,8,4,24,153,312,5046,22621,228152,2210851,0
9128, 2009-11-02,6,21,28,32,34,4,7,0,10,39,197,3285,14330,195248,1924918,0
9129, 2009-11-04,2,10,18,32,33,3,8,5,46,86,254,5102,20025,206429,2004569,0
9130, 2009-11-07,9,14,25,32,34,2,8,1,10,59,231,2704,11209,132516,1471472,0
9131, 2009-11-09,2,3,8,33,34,3,11,0,28,83,194,1498,19377,197912,1854259,0
9132, 2009-11-11,2,10,12,15,28,4,7,1,7,24,134,2388,8975,129012,1516858,0
9133, 2009-11-14,1,8,24,27,34,10,11,1,20,47,198,3240,12169,162552,1787172,0
9134, 2009-11-16,2,16,19,28,33,7,11,2,23,74,230,4718,18282,174986,1592251,0
9135, 2009-11-18,6,8,15,20,32,5,6,1,35,40,199,5883,16629,207540,1946363,0
9136, 2009-11-21,7,13,23,24,29,6,10,2,57,98,510,7502,29913,299375,2519458,0
9137, 2009-11-23,12,28,29,30,34,1,9,2,38,70,375,7924,27030,325283,2738195,0
9138, 2009-11-25,3,4,14,28,32,9,10,3,28,58,203,4569,15203,195293,1944525,0
9139, 2009-11-28,14,16,20,22,32,5,9,1,18,20,178,2382,8723,125745,1475445,0
9140, 2009-11-30,7,8,19,26,30,1,12,1,49,74,244,4550,16394,161751,1573841,0
9141, 2009-12-02,13,14,21,30,33,2,8,1,49,74,244,4550,16394,161751,1573841,0
9142, 2009-12-05,5,6,13,24,31,3,11,9,72,51,736,6802,27356,340043,2759011,0
9143, 2009-12-07,1,9,10,11,22,1,12,1,17,81,111,4346,17548,139525,1465606,0
9144, 2009-12-09,18,26,32,33,34,4,6,3,64,92,382,9544,25282,309360,2466802,0
9145, 2009-12-12,5,11,14,22,35,3,10,1,28,49,291,4200,15975,206343,2051179,0
9146, 2009-12-14,11,17,23,24,25,3,6,1,15,57,92,2563,12546,104558,1192694,0
9147, 2009-12-16,6,12,18,22,29,5,8,2,39,66,550,5041,23426,263688,2261327,0
9148, 2009-12-19,2,4,13,14,33,1,9,1,28,47,160,4715,15931,203477,1982133,0
9149, 2009-12-21,1,3,10,12,20,2,7,2,14,37,332,3397,18577,248915,2132175,0
9150, 2009-12-23,4,11,18,25,34,5,7,0,32,81,131,4519,15555,145950,1509955,0
9151, 2009-12-26,3,8,14,30,31,4,9,11,102,150,1062,10200,33880,343695,2655416,0
9152, 2009-12-28,1,23,29,30,32,7,12,0,9,21,99,2785,11043,134381,1417193,0
9153, 2009-12-30,21,22,30,32,34,3,7,0,18,57,122,3264,13860,134911,1474147,0
10001, 2010-01-02,2,6,7,12,27,2,8,2,33,50,330,4837,18545,226810,2050042,0
10002, 2010-01-04,4,23,25,26,30,7,10,0,8,26,104,2348,9167,113732,1288946,0
10003, 2010-01-06,5,14,23,27,30,2,8,1,21,85,108,2545,9903,101751,1120376,0
10004, 2010-01-09,3,6,21,24,34,4,6,1,45,74,226,4987,15152,214768,2030017,0
10005, 2010-01-11,4,17,19,22,30,2,3,1,21,25,93,3039,9515,128898,1395958,0
10006, 2010-01-13,3,13,19,30,34,2,5,1,13,23,74,2056,8213,111742,1341774,0
10007, 2010-01-16,7,23,26,29,32,8,11,4,45,77,388,7166,22277,231865,2055801,0
10008, 2010-01-18,11,23,25,31,32,5,11,1,21,45,174,4688,16703,183875,1712238,0
10009, 2010-01-20,2,5,13,27,32,3,11,1,18,41,105,3166,11616,116725,1249079,0
10010, 2010-01-23,15,22,24,32,35,2,9,3,23,39,290,3754,16340,195980,1979576,0
10011, 2010-01-25,2,3,11,27,32,8,11,0,31,31,149,2797,8822,113488,1199799,0
10012, 2010-01-27,20,24,30,31,33,5,12,2,30,46,257,4246,15274,205790,1894576,0
10013, 2010-01-30,18,21,22,26,34,9,12,0,21,61,165,3972,16099,166657,1726429,0
10014, 2010-02-01,18,19,30,33,35,2,4,0,9,61,92,3128,12191,136381,1523591,0
10015, 2010-02-03,3,10,14,18,28,8,10,1,22,30,128,3860,11528,187366,1943227,0
10016, 2010-02-06,10,12,20,23,32,4,10,1,17,80,113,3427,15178,148311,1590284,0
10017, 2010-02-08,13,21,23,27,34,9,12,1,24,46,163,4044,13459,156010,1558323,0
10018, 2010-02-10,3,10,26,32,33,4,12,0,20,63,138,3353,13607,133751,1406099,0
10019, 2010-02-20,3,11,19,26,27,2,9,1,26,41,153,3301,11777,138601,1425149,0
10020, 2010-02-22,8,18,26,32,33,1,6,0,22,81,114,3736,15194,144845,1599102,0
10021, 2010-02-24,11,20,23,24,25,7,9,7,29,63,157,4283,13285,159591,1663386,0
10022, 2010-02-27,2,11,13,14,25,2,5,0,16,36,112,2882,10418,132173,1437710,0
10023, 2010-03-01,11,13,29,32,33,2,8,3,43,196,295,5527,21393,201357,1790163,0
10024, 2010-03-03,3,14,19,24,25,4,11,4,32,39,438,4037,17475,226691,2192567,0
10025, 2010-03-06,9,11,13,14,25,1,7,4,30,67,140,4210,14986,134866,1438126,0
10026, 2010-03-08,5,23,25,31,35,7,10,1,17,25,135,2620,9286,142104,1572019,0
10027, 2010-03-10,5,23,26,32,34,2,9,5,41,71,821,7443,31410,317159,2214068,0
10028, 2010-03-13,1,2,7,20,35,1,3,0,10,49,98,3211,10030,131394,1432012,0
10029, 2010-03-15,21,22,33,34,35,3,4,11,370,506,685,14875,32160,290605,2070469,0
10030, 2010-03-17,10,12,19,32,35,2,7,10,54,58,1056,6865,32798,323881,2214210,0
10031, 2010-03-20,5,13,16,17,35,6,8,5,9,28,108,2872,10836,162919,1801981,0
10032, 2010-03-22,13,16,23,24,33,7,11,1,14,37,152,3192,3192,151918,1539716,0
10033, 2010-03-24,12,19,28,29,30,5,8,6,79,113,709,9010,29513,302744,2241701,0
10034, 2010-03-27,1,6,19,25,26,3,9,11,21,39,165,2932,11282,166329,1815076,0
10035, 2010-03-29,14,16,20,31,34,1,7,1,9,28,110,2662,9189,116173,1286906,0
10036, 2010-03-31,19,25,28,31,33,1,8,1,14,22,90,2542,9346,109367,1227829,0
10037, 2010-04-03,19,21,26,34,35,1,9,1,33,51,380,5058,18343,196617,1731303,0
10038, 2010-04-05,8,10,25,29,33,1,2,1,15,52,62,2509,10338,97749,1179766,0
10039, 2010-04-07,7,19,26,28,32,1,8,0,34,74,109,5725,15805,169243,1543172,0
10040, 2010-04-10,13,20,26,31,35,2,11,4,38,82,211,4889,17182,196837,1877142,0
10041, 2010-04-12,16,22,28,29,34,4,12,1,41,59,275,5016,15908,197230,1916682,0
10042, 2010-04-14,1,5,19,34,35,6,7,1,38,67,174,4180,14336,177747,1772899,0
10043, 2010-04-17,5,8,10,33,35,2,10,1,16,41,119,4015,12991,185537,1933552,0
10044, 2010-04-19,6,21,24,28,30,2,7,2,10,45,89,2323,11937,106454,1252089,0
10045, 2010-04-21,8,17,18,20,28,9,10,0,19,32,106,2734,8717,109999,1251467,0
10046, 2010-04-24,2,15,19,26,27,5,6,1,27,48,189,5773,15381,207234,1941609,0
10047, 2010-04-26,4,8,11,30,31,2,8,1,18,38,200,4216,16207,214071,2061167,0
10048, 2010-04-28,2,3,10,12,25,3,9,0,11,32,280,3996,16162,225044,1993613,0
10049, 2010-05-01,1,25,29,31,33,4,10,5,17,45,605,4797,24422,291514,2422210,0
10050, 2010-05-03,7,8,15,30,35,5,10,7,29,51,213,2809,11636,132323,1404184,0
10051, 2010-05-05,6,10,20,24,32,6,10,1,19,45,170,2431,11947,130381,1393426,0
10052, 2010-05-08,4,6,25,29,32,5,6,0,14,35,97,2733,10410,119668,1314160,0
10053, 2010-05-10,9,19,22,26,34,9,11,7,95,117,465,12141,25104,332349,2349305,0
10054, 2010-05-12,12,25,29,30,33,10,11,0,39,88,343,6387,23128,202177,1685030,0
10055, 2010-05-15,13,14,17,27,32,2,10,1,18,70,169,4297,19002,156134,1661025,0
10056, 2010-05-17,5,9,23,25,30,9,12,1,27,56,197,4305,14285,206975,2039957,0
10057, 2010-05-19,15,17,24,32,35,7,9,0,14,40,125,3318,11105,146619,1583586,0
10058, 2010-05-22,6,15,17,19,30,1,12,0,9,24,93,1978,9307,96322,1169401,0
10059, 2010-05-24,6,10,14,25,34,1,3,1,6,44,60,2095,8265,93495,1122329,0
10060, 2010-05-26,10,13,22,33,34,1,5,0,6,56,123,3416,12457,143551,1524341,0
10061, 2010-05-29,5,12,14,17,22,5,7,0,13,39,154,2766,9986,141741,1521734,0
10062, 2010-05-31,6,7,18,30,31,7,8,2,36,53,236,4438,13850,202837,1888011,0
10063, 2010-06-02,7,14,16,30,31,3,6,3,15,25,117,2412,9358,121813,1353222,0
10064, 2010-06-05,7,10,12,20,21,6,9,4,16,33,208,2617,10840,141202,1613416,0
10065, 2010-06-07,5,8,13,14,32,8,11,0,34,71,326,5960,21103,225238,1928656,0
10066, 2010-06-09,15,21,22,24,27,1,6,0,5,16,58,1519,7044,71901,880656,0
10067, 2010-06-12,1,11,19,30,32,3,10,1,78,83,610,8935,29239,300295,2401978,0
10068, 2010-06-14,11,17,19,20,34,6,10,0,12,31,124,2501,10044,116619,1256690,0
10069, 2010-06-16,6,17,18,25,29,8,9,2,59,55,302,6749,16890,249550,2109298,0
10070, 2010-06-19,5,14,23,25,28,11,12,0,31,64,141,5076,15766,196876,1940150,0
10071, 2010-06-21,7,12,26,30,32,2,7,11,66,140,970,8581,33589,311975,2266312,0
10072, 2010-06-23,5,10,17,23,25,3,10,2,18,27,205,3370,13480,171408,1604004,0
10073, 2010-06-26,4,9,11,30,32,1,11,1,13,64,108,2579,10983,115887,1298386,0
10074, 2010-06-28,3,7,20,27,32,2,12,0,21,46,204,3135,12909,159683,1572266,0
10075, 2010-06-30,10,12,17,23,27,5,7,0,12,27,128,2502,8410,118114,1287093,0
10076, 2010-07-03,9,12,16,19,35,2,12,1,7,47,69,2115,8840,87171,1026619,0
10077, 2010-07-05,6,7,9,17,24,2,12,0,3,38,40,1473,6540,69490,832924,0
10078, 2010-07-07,2,3,15,28,35,1,11,3,37,107,113,2613,11466,102595,1164136,0
10079, 2010-07-10,1,4,21,22,24,2,5,1,12,49,99,2215,9600,98424,1162836,0
10080, 2010-07-12,8,19,27,29,34,4,10,3,42,56,439,7046,20846,280170,2122268,0
10081, 2010-07-14,14,18,20,24,27,5,10,2,15,29,175,2224,11635,136077,1402748,0
10082, 2010-07-17,5,8,24,29,30,4,6,1,27,33,195,4405,12943,185706,1893540,0
10083, 2010-07-19,7,11,21,22,35,4,7,0,19,66,137,2916,11707,125448,1288331,0
10084, 2010-07-21,3,13,14,22,26,2,5,2,11,23,163,2583,10219,125155,1324319,0
10085, 2010-07-24,2,10,16,18,34,2,3,0,12,32,92,3228,8838,140304,1511989,0
10086, 2010-07-26,1,2,12,19,35,5,7,0,17,38,106,2994,12261,125995,1341724,0
10087, 2010-07-28,1,12,20,21,24,2,8,1,29,20,194,3537,13120,188973,1759337,0
10088, 2010-07-31,3,5,14,30,35,3,6,0,20,29,238,3663,15729,184899,1790616,0
10089, 2010-08-02,4,10,13,18,23,8,10,0,21,47,153,4440,14331,162842,1599103,0
10090, 2010-08-04,8,24,26,31,32,7,9,0,24,29,228,5552,15662,252787,2255620,0
10091, 2010-08-07,6,10,23,26,31,5,7,0,14,46,95,3050,11483,119630,1336116,0
10092, 2010-08-09,2,15,29,30,34,2,12,2,44,63,409,5019,19763,226266,1952732,0
10093, 2010-08-11,2,4,9,28,29,5,8,1,15,38,192,2651,13127,145610,1526807,0
10094, 2010-08-14,20,32,33,34,35,6,7,15,161,330,1614,17348,56574,306512,2538824,0
10095, 2010-08-16,12,14,16,19,25,1,6,0,12,49,120,2980,12762,129708,1373152,0
10096, 2010-08-18,4,9,24,30,35,1,10,2,16,65,139,3313,12638,136343,1438626,0
10097, 2010-08-21,9,17,21,28,29,2,8,0,12,65,314,3862,17893,220992,2150402,0
10098, 2010-08-23,2,3,12,13,25,1,7,3,21,51,101,2882,10928,111077,127159,0
10099, 2010-08-25,3,11,17,21,30,1,8,0,21,66,79,2130,9383,93370,1111219,0
10100, 2010-08-28,19,20,30,33,35,6,8,3,26,68,187,4095,13738,164539,1649180,0
10101, 2010-08-30,11,15,22,27,35,5,8,1,15,25,83,2408,10738,121424,1370398,0
10102, 2010-09-01,4,15,19,24,35,1,10,1,13,46,66,1999,9155,89465,1083024,0
10103, 2010-09-04,10,14,29,30,35,5,8,1,28,65,333,5374,21383,203200,1830875,0
10104, 2010-09-06,14,25,30,32,33,1,11,0,23,84,264,4100,18883,152444,1499230,0
10105, 2010-09-08,5,17,26,27,35,8,9,3,31,66,221,5948,17307,208311,1957043,0
10106, 2010-09-11,5,27,28,29,34,9,12,1,49,48,544,7638,21579,263263,2228616,0
10107, 2010-09-13,14,17,22,27,34,3,5,0,8,12,108,2050,7517,99722,1191966,0
10108, 2010-09-15,1,10,13,19,34,9,12,0,4,25,73,2208,8440,103712,1206828,0
10109, 2010-09-18,1,2,8,11,25,10,12,1,20,45,130,3752,13166,161562,1729067,0
10110, 2010-09-20,21,29,30,33,35,7,11,5,127,185,756,17531,38088,346633,2483272,0
10111, 2010-09-22,3,6,13,14,29,1,2,1,14,50,129,2990,10508,118471,1291884,0
10112, 2010-09-25,14,15,18,34,35,8,10,0,34,40,186,4407,13767,205445,2052875,0
10113, 2010-09-27,5,16,22,23,32,4,10,1,63,117,343,8635,23463,265048,2144468,0
10114, 2010-09-29,3,7,22,25,35,3,11,0,14,27,111,2795,11645,129816,1485487,0
10115, 2010-10-02,5,7,10,15,32,3,8,1,11,25,152,2431,10622,129932,1362177,0
10116, 2010-10-04,14,22,27,28,35,4,10,0,25,39,246,4070,15356,179005,1621092,0
10117, 2010-10-06,4,6,21,27,34,5,9,1,17,24,377,3613,17336,244123,2310329,0
10118, 2010-10-09,19,22,23,29,35,8,10,2,25,44,412,6608,21255,304365,2574567,0
10119, 2010-10-11,5,13,14,23,26,2,3,0,40,102,167,4227,14138,146672,1531127,0
10120, 2010-10-13,8,10,18,34,35,6,10,4,34,100,236,5136,17142,192738,1919615,0
10121, 2010-10-16,21,22,31,32,34,2,12,3,41,182,202,4464,20410,167517,1730914,0
10122, 2010-10-18,5,6,11,13,26,2,7,3,11,52,164,3466,12525,154862,1648775,0
10123, 2010-10-20,18,20,30,32,33,1,11,2,39,75,717,6749,32675,310635,2330840,0
10124, 2010-10-23,1,9,27,29,34,1,6,0,16,72,139,4272,18149,172426,1864261,0
10125, 2010-10-25,1,7,9,14,19,9,12,0,11,30,96,3111,11061,143532,1596825,0
10126, 2010-10-27,3,5,9,13,33,5,11,0,7,25,153,3176,11409,167065,1830473,0
10127, 2010-10-30,3,22,24,30,33,4,10,1,8,51,285,3520,17912,270500,2758416,0
10128, 2010-11-01,6,17,19,29,35,2,8,5,46,85,618,8228,31054,341308,2609660,0
10129, 2010-11-03,14,15,24,25,26,3,7,3,101,104,698,8245,30186,368054,2869076,0
10130, 2010-11-06,5,6,9,10,34,8,11,0,25,56,172,3981,15783,232262,2284992,0
10131, 2010-11-08,10,15,22,28,29,4,12,0,17,83,154,3769,12432,155497,1671127,0
10132, 2010-11-10,18,21,23,25,29,6,11,1,11,42,126,2670,10419,146286,1664636,0
10133, 2010-11-13,11,16,17,21,22,3,6,1,14,44,137,3043,12159,146050,1605808,0
10134, 2010-11-15,9,12,13,19,30,4,5,1,91,79,380,10589,25368,315895,2554482,0
10135, 2010-11-17,14,17,19,26,32,3,4,0,16,46,85,3034,14006,130542,1526300,0
10136, 2010-11-20,3,13,18,30,33,7,8,2,61,49,284,5897,16115,221719,2224707,0
10137, 2010-11-22,22,27,28,33,35,9,11,6,59,133,564,9444,29056,336921,2751534,0
10138, 2010-11-24,8,12,14,19,27,5,6,3,40,75,268,6239,20084,227826,2110379,0
10139, 2010-11-27,3,13,16,19,29,7,9,3,34,63,243,4383,19255,195375,1984802,0
10140, 2010-11-29,6,18,20,30,31,3,6,0,49,223,250,8197,34628,235267,2182332,0
10141, 2010-12-01,5,11,17,23,33,3,10,3,67,133,310,6218,21267,211248,2031948,0
10142, 2010-12-04,10,11,19,21,27,4,6,1,33,63,252,4715,15770,217993,2219497,0
10143, 2010-12-06,10,16,18,22,27,6,8,2,20,59,216,4443,16679,177439,1813976,0
10144, 2010-12-08,2,11,16,22,31,10,11,0,17,33,99,2745,9444,127224,1517931,0
10145, 2010-12-11,18,19,27,28,33,3,6,5,37,82,966,7524,28691,270300,2163531,0
10146, 2010-12-13,14,17,30,31,34,4,10,0,36,52,317,5346,22906,261850,2221555,0
10147, 2010-12-15,1,15,19,21,23,11,12,0,13,40,87,2203,8590,115701,1395710,0
10148, 2010-12-18,3,4,8,10,35,2,6,0,18,56,134,3434,11383,172908,1905126,0
10149, 2010-12-20,5,22,24,25,30,1,6,1,21,40,131,3820,15108,160390,1688907,0
10150, 2010-12-22,5,24,28,29,35,1,9,0,14,42,283,3973,13335,186634,1947915,0
10151, 2010-12-25,1,10,32,33,35,3,8,10,77,244,336,6096,24922,265136,2549153,0
10152, 2010-12-27,2,5,18,22,23,7,12,1,32,39,168,2944,11505,156423,1726752,0
10153, 2010-12-29,6,7,16,24,35,4,6,1,28,55,176,3974,12293,178341,1909959,0
11001, 2011-01-01,7,8,15,32,34,5,12,2,36,70,258,5394,16356,209902,2011157,0
11002, 2011-01-03,11,13,27,28,29,2,6,0,82,126,189,7029,20246,214720,1990987,0
11003, 2011-01-05,1,24,27,30,31,1,6,1,25,68,385,3810,18710,192757,1746329,0
11004, 2011-01-08,7,8,10,23,25,7,9,0,23,28,218,4187,14204,211875,2215582,0
11005, 2011-01-10,1,7,25,27,30,7,12,0,12,27,90,2046,8806,102482,1162900,0
11006, 2011-01-12,2,8,16,26,35,11,12,8,31,46,93,3205,12308,137235,1526297,0
11007, 2011-01-15,14,24,32,33,35,2,9,0,48,85,277,6598,23378,226126,2027368,0
11008, 2011-01-17,1,23,26,27,30,5,6,2,43,47,251,4580,14864,196161,1898727,0
11009, 2011-01-19,9,10,11,14,24,3,8,1,16,39,240,2870,14815,200781,2182030,0
11010, 2011-01-22,4,8,10,14,27,5,7,0,14,22,127,2861,10365,148463,1655900,0
11011, 2011-01-24,2,17,23,24,30,2,9,0,24,49,197,4832,15956,195603,1822207,0
11012, 2011-01-26,3,12,19,25,30,8,11,2,40,228,276,6210,22342,230249,2168201,0
11013, 2011-01-29,5,8,14,28,30,4,6,0,29,51,260,4870,16717,231903,2323704,0
11014, 2011-01-31,2,14,20,21,24,2,9,0,15,29,160,2566,10157,143414,1602364,0
11015, 2011-02-09,8,18,19,22,23,1,3,0,29,66,114,5694,14843,190232,1817832,0
11016, 2011-02-12,15,20,30,33,35,6,9,0,30,85,291,5498,23269,223133,2086497,0
11017, 2011-02-14,16,19,24,26,31,2,4,0,19,47,147,3823,12331,172427,1828353,0
11018, 2011-02-16,16,22,24,32,34,2,10,0,14,31,140,3452,12057,180846,1934659,0
11019, 2011-02-19,8,21,23,27,33,6,11,3,58,80,627,9544,34979,400852,3064094,0
11020, 2011-02-21,9,12,19,22,28,1,5,0,27,87,163,5237,16843,197715,1985569,0
11021, 2011-02-23,1,9,13,17,30,2,8,0,31,38,326,5256,19558,265040,2507421,0
11022, 2011-02-26,9,14,24,25,34,1,4,0,27,55,125,5250,17455,189909,2049386,0
11023, 2011-02-28,5,13,16,18,24,2,12,1,16,33,104,2701,11494,128832,1560943,0
11024, 2011-03-02,12,15,16,20,33,8,12,1,19,48,118,3159,13025,148736,1669015,0
11025, 2011-03-05,8,9,25,28,29,2,10,1,50,155,190,5846,20921,225524,2331196,0
11026, 2011-03-07,1,9,15,20,29,7,9,0,13,58,171,3387,12371,171338,2074780,0
11027, 2011-03-09,5,14,25,34,35,2,5,3,62,133,309,6790,23185,225493,2140958,0
11028, 2011-03-12,1,2,13,17,28,1,4,0,32,49,137,3948,14138,193953,2132331,0
11029, 2011-03-14,3,9,17,24,28,6,12,2,30,53,164,4047,15420,194097,2109427,0
11030, 2011-03-16,15,19,25,30,33,3,8,9,112,171,1574,14746,58894,559626,3782297,0
